parameter_set_id,manifest_id,boarding_policy,load_factor,luggage_probability,cross_zone_violation_rate,stow_dist,stow_shape_k,stow_scale_lambda_s,shuffle_model,shuffle_low_s,shuffle_mode_s,shuffle_high_s,total_ticks,total_seconds,avg_boarding_seconds,avg_wait_seconds,luggage_passengers,avg_assigned_stow_seconds,row_conflict_count,seat_shuffle_starts,seat_shuffle_finishes,boarding_completion_success
P09_wb_k1.7_l18_tri_15_21.0_26,2,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1651,825.5,119.96975806451613,100.04435483870968,192,16.984375,2387,57,56,True
P09_wb_k1.7_l18_tri_15_21.0_26,3,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1832,916.0,120.21774193548387,100.21572580645162,185,15.18918918918919,2391,56,56,True
P09_wb_k1.7_l18_tri_15_21.0_26,4,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1746,873.0,123.50201612903226,103.9758064516129,188,16.21276595744681,2769,64,64,True
P09_wb_k1.7_l18_tri_15_21.0_26,5,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1757,878.5,115.39112903225806,95.39112903225806,183,15.759562841530055,2791,66,66,True
P09_wb_k1.7_l18_tri_15_21.0_26,6,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1636,818.0,131.07459677419354,111.2116935483871,187,16.593582887700535,2389,58,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,7,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1787,893.5,126.82862903225806,106.9274193548387,184,16.195652173913043,2317,54,54,True
P09_wb_k1.7_l18_tri_15_21.0_26,8,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1567,783.5,116.70564516129032,97.14717741935483,190,16.410526315789475,2374,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,9,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1759,879.5,112.84677419354838,93.0524193548387,188,16.81382978723404,2413,59,59,True
P09_wb_k1.7_l18_tri_15_21.0_26,10,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1822,911.0,129.2116935483871,109.64314516129032,175,16.245714285714286,2529,60,60,True
P09_wb_k1.7_l18_tri_15_21.0_26,11,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1503,751.5,103.37298387096774,83.4133064516129,180,15.494444444444444,2120,50,50,True
P09_wb_k1.7_l18_tri_15_21.0_26,12,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1748,874.0,138.46975806451613,118.83266129032258,193,16.34715025906736,2370,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,13,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1580,790.0,121.5866935483871,102.1975806451613,181,16.607734806629836,2885,68,68,True
P09_wb_k1.7_l18_tri_15_21.0_26,14,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1901,950.5,129.25201612903226,109.73185483870968,190,17.694736842105264,2352,56,56,True
P09_wb_k1.7_l18_tri_15_21.0_26,15,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1626,813.0,122.46572580645162,102.80846774193549,186,15.946236559139784,2715,65,65,True
P09_wb_k1.7_l18_tri_15_21.0_26,16,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1567,783.5,113.92338709677419,94.16733870967742,181,15.806629834254144,2485,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,17,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1610,805.0,129.66129032258064,109.68346774193549,189,16.47089947089947,2147,50,49,True
P09_wb_k1.7_l18_tri_15_21.0_26,18,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1729,864.5,147.49798387096774,127.54838709677419,194,15.783505154639176,2742,68,66,True
P09_wb_k1.7_l18_tri_15_21.0_26,19,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1545,772.5,107.60483870967742,87.8508064516129,177,15.570621468926554,2161,51,51,True
P09_wb_k1.7_l18_tri_15_21.0_26,20,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1611,805.5,114.41935483870968,94.4375,192,15.536458333333334,2434,57,57,True
P09_wb_k1.7_l18_tri_15_21.0_26,21,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1896,948.0,125.49193548387096,105.74193548387096,191,15.638743455497382,2807,66,66,True
P09_wb_k1.7_l18_tri_15_21.0_26,22,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1809,904.5,129.9616935483871,110.10887096774194,181,16.8121546961326,2679,62,62,True
P09_wb_k1.7_l18_tri_15_21.0_26,23,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1628,814.0,134.33467741935485,114.83266129032258,191,16.63350785340314,2437,58,58,True
P09_wb_k1.7_l18_tri_15_21.0_26,24,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1776,888.0,123.96572580645162,104.02822580645162,181,15.281767955801104,2758,69,68,True
P09_wb_k1.7_l18_tri_15_21.0_26,25,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1802,901.0,117.79233870967742,98.03427419354838,193,15.487046632124352,2572,60,60,True
P09_wb_k1.7_l18_tri_15_21.0_26,26,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1875,937.5,136.50806451612902,116.86895161290323,186,16.06451612903226,2854,67,67,True
P09_wb_k1.7_l18_tri_15_21.0_26,27,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1825,912.5,123.90322580645162,104.33870967741936,185,15.854054054054053,2843,68,67,True
P09_wb_k1.7_l18_tri_15_21.0_26,28,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1779,889.5,133.76008064516128,113.87096774193549,174,16.844827586206897,2281,53,53,True
P09_wb_k1.7_l18_tri_15_21.0_26,29,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1509,754.5,94.16935483870968,74.83266129032258,177,15.887005649717514,2510,60,60,True
P09_wb_k1.7_l18_tri_15_21.0_26,30,std,0.85,0.75,0.05,weibull,1.7,18.0,triangular,15.0,21.0,26.0,1610,805.0,111.24193548387096,91.42540322580645,188,15.398936170212766,2316,55,55,True
